suite,test,status,stage,log,mm,bin
fuzz-tests-switch-no-subgroup,test_1240_seed_1240,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1240_seed_1240.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1240_seed_1240.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1240_seed_1240.out
fuzz-tests-switch-no-subgroup,test_1241_seed_1241,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1241_seed_1241.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1241_seed_1241.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1241_seed_1241.out
fuzz-tests-switch-no-subgroup,test_1242_seed_1242,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1242_seed_1242.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1242_seed_1242.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1242_seed_1242.out
fuzz-tests-switch-no-subgroup,test_1243_seed_1243,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1243_seed_1243.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1243_seed_1243.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1243_seed_1243.out
fuzz-tests-switch-no-subgroup,test_1244_seed_1244,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1244_seed_1244.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1244_seed_1244.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1244_seed_1244.out
fuzz-tests-switch-no-subgroup,test_1245_seed_1245,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1245_seed_1245.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1245_seed_1245.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1245_seed_1245.out
fuzz-tests-switch-no-subgroup,test_1246_seed_1246,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1246_seed_1246.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1246_seed_1246.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1246_seed_1246.out
fuzz-tests-switch-no-subgroup,test_1247_seed_1247,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1247_seed_1247.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1247_seed_1247.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1247_seed_1247.out
fuzz-tests-switch-no-subgroup,test_1248_seed_1248,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1248_seed_1248.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1248_seed_1248.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1248_seed_1248.out
fuzz-tests-switch-no-subgroup,test_1249_seed_1249,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1249_seed_1249.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1249_seed_1249.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1249_seed_1249.out
fuzz-tests-switch-no-subgroup,test_124_seed_124,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_124_seed_124.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_124_seed_124.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_124_seed_124.out
fuzz-tests-switch-no-subgroup,test_1250_seed_1250,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1250_seed_1250.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1250_seed_1250.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1250_seed_1250.out
fuzz-tests-switch-no-subgroup,test_1251_seed_1251,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1251_seed_1251.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1251_seed_1251.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1251_seed_1251.out
fuzz-tests-switch-no-subgroup,test_1252_seed_1252,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1252_seed_1252.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1252_seed_1252.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1252_seed_1252.out
fuzz-tests-switch-no-subgroup,test_1253_seed_1253,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1253_seed_1253.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1253_seed_1253.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1253_seed_1253.out
fuzz-tests-switch-no-subgroup,test_1254_seed_1254,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1254_seed_1254.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1254_seed_1254.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1254_seed_1254.out
fuzz-tests-switch-no-subgroup,test_1255_seed_1255,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1255_seed_1255.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1255_seed_1255.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1255_seed_1255.out
fuzz-tests-switch-no-subgroup,test_1256_seed_1256,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1256_seed_1256.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1256_seed_1256.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1256_seed_1256.out
fuzz-tests-switch-no-subgroup,test_1257_seed_1257,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1257_seed_1257.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1257_seed_1257.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1257_seed_1257.out
fuzz-tests-switch-no-subgroup,test_1258_seed_1258,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1258_seed_1258.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1258_seed_1258.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1258_seed_1258.out
fuzz-tests-switch-no-subgroup,test_1259_seed_1259,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1259_seed_1259.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1259_seed_1259.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1259_seed_1259.out
fuzz-tests-switch-no-subgroup,test_125_seed_125,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_125_seed_125.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_125_seed_125.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_125_seed_125.out
fuzz-tests-switch-no-subgroup,test_1260_seed_1260,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1260_seed_1260.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1260_seed_1260.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1260_seed_1260.out
fuzz-tests-switch-no-subgroup,test_1261_seed_1261,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1261_seed_1261.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1261_seed_1261.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1261_seed_1261.out
fuzz-tests-switch-no-subgroup,test_1262_seed_1262,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1262_seed_1262.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1262_seed_1262.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1262_seed_1262.out
fuzz-tests-switch-no-subgroup,test_1263_seed_1263,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1263_seed_1263.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1263_seed_1263.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1263_seed_1263.out
fuzz-tests-switch-no-subgroup,test_1264_seed_1264,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1264_seed_1264.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1264_seed_1264.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1264_seed_1264.out
fuzz-tests-switch-no-subgroup,test_1265_seed_1265,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1265_seed_1265.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1265_seed_1265.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1265_seed_1265.out
fuzz-tests-switch-no-subgroup,test_1266_seed_1266,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1266_seed_1266.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1266_seed_1266.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1266_seed_1266.out
fuzz-tests-switch-no-subgroup,test_1267_seed_1267,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1267_seed_1267.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1267_seed_1267.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1267_seed_1267.out
fuzz-tests-switch-no-subgroup,test_1268_seed_1268,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1268_seed_1268.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1268_seed_1268.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1268_seed_1268.out
fuzz-tests-switch-no-subgroup,test_1269_seed_1269,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1269_seed_1269.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1269_seed_1269.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1269_seed_1269.out
fuzz-tests-switch-no-subgroup,test_126_seed_126,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_126_seed_126.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_126_seed_126.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_126_seed_126.out
fuzz-tests-switch-no-subgroup,test_1270_seed_1270,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1270_seed_1270.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1270_seed_1270.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1270_seed_1270.out
fuzz-tests-switch-no-subgroup,test_1271_seed_1271,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1271_seed_1271.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1271_seed_1271.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1271_seed_1271.out
fuzz-tests-switch-no-subgroup,test_1272_seed_1272,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1272_seed_1272.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1272_seed_1272.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1272_seed_1272.out
fuzz-tests-switch-no-subgroup,test_1273_seed_1273,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1273_seed_1273.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1273_seed_1273.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1273_seed_1273.out
fuzz-tests-switch-no-subgroup,test_1274_seed_1274,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1274_seed_1274.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1274_seed_1274.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1274_seed_1274.out
fuzz-tests-switch-no-subgroup,test_1275_seed_1275,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1275_seed_1275.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1275_seed_1275.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1275_seed_1275.out
fuzz-tests-switch-no-subgroup,test_1276_seed_1276,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1276_seed_1276.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1276_seed_1276.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1276_seed_1276.out
fuzz-tests-switch-no-subgroup,test_1277_seed_1277,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1277_seed_1277.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1277_seed_1277.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1277_seed_1277.out
fuzz-tests-switch-no-subgroup,test_1278_seed_1278,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1278_seed_1278.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1278_seed_1278.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1278_seed_1278.out
fuzz-tests-switch-no-subgroup,test_1279_seed_1279,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1279_seed_1279.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1279_seed_1279.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1279_seed_1279.out
fuzz-tests-switch-no-subgroup,test_127_seed_127,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_127_seed_127.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_127_seed_127.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_127_seed_127.out
fuzz-tests-switch-no-subgroup,test_1280_seed_1280,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1280_seed_1280.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1280_seed_1280.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1280_seed_1280.out
fuzz-tests-switch-no-subgroup,test_1281_seed_1281,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1281_seed_1281.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1281_seed_1281.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1281_seed_1281.out
fuzz-tests-switch-no-subgroup,test_1282_seed_1282,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1282_seed_1282.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1282_seed_1282.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1282_seed_1282.out
fuzz-tests-switch-no-subgroup,test_1283_seed_1283,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1283_seed_1283.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1283_seed_1283.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1283_seed_1283.out
fuzz-tests-switch-no-subgroup,test_1284_seed_1284,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1284_seed_1284.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1284_seed_1284.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1284_seed_1284.out
fuzz-tests-switch-no-subgroup,test_1285_seed_1285,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1285_seed_1285.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1285_seed_1285.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1285_seed_1285.out
fuzz-tests-switch-no-subgroup,test_1286_seed_1286,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1286_seed_1286.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1286_seed_1286.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1286_seed_1286.out
fuzz-tests-switch-no-subgroup,test_1287_seed_1287,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1287_seed_1287.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1287_seed_1287.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1287_seed_1287.out
fuzz-tests-switch-no-subgroup,test_1288_seed_1288,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1288_seed_1288.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1288_seed_1288.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1288_seed_1288.out
fuzz-tests-switch-no-subgroup,test_1289_seed_1289,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1289_seed_1289.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1289_seed_1289.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1289_seed_1289.out
fuzz-tests-switch-no-subgroup,test_128_seed_128,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_128_seed_128.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_128_seed_128.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_128_seed_128.out
fuzz-tests-switch-no-subgroup,test_1290_seed_1290,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1290_seed_1290.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1290_seed_1290.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1290_seed_1290.out
fuzz-tests-switch-no-subgroup,test_1291_seed_1291,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1291_seed_1291.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1291_seed_1291.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1291_seed_1291.out
fuzz-tests-switch-no-subgroup,test_1292_seed_1292,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1292_seed_1292.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1292_seed_1292.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1292_seed_1292.out
fuzz-tests-switch-no-subgroup,test_1293_seed_1293,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1293_seed_1293.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1293_seed_1293.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1293_seed_1293.out
fuzz-tests-switch-no-subgroup,test_1294_seed_1294,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1294_seed_1294.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1294_seed_1294.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1294_seed_1294.out
fuzz-tests-switch-no-subgroup,test_1295_seed_1295,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1295_seed_1295.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1295_seed_1295.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1295_seed_1295.out
fuzz-tests-switch-no-subgroup,test_1296_seed_1296,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1296_seed_1296.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1296_seed_1296.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1296_seed_1296.out
fuzz-tests-switch-no-subgroup,test_1297_seed_1297,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1297_seed_1297.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1297_seed_1297.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1297_seed_1297.out
fuzz-tests-switch-no-subgroup,test_1298_seed_1298,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1298_seed_1298.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1298_seed_1298.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1298_seed_1298.out
fuzz-tests-switch-no-subgroup,test_1299_seed_1299,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_1299_seed_1299.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_1299_seed_1299.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_1299_seed_1299.out
fuzz-tests-switch-no-subgroup,test_129_seed_129,PASS,run,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/logs/test_129_seed_129.log,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/tests/test_129_seed_129.mm,/Users/czy/SIMT-Step/msl-suite-runs/fuzz-tests-switch-no-subgroup/bin/test_129_seed_129.out
